1,0.93613,0.30634,0.29954,-0.79379,-0.58098,0.14285,0.51867,-0.22405,0.16889,0.21825,1.1385,0.43863,0.36442,-0.84621
1,1.0359,0.45287,0.30333,-0.44278,-0.20905,0.12649,0.36916,-0.098438,0.27012,0.52459,1.2638,0.75099,-0.30534,-0.36485
1,0.79116,0.20638,0.80941,-0.5262,0.0003515,0.43203,0.34586,-0.48677,0.11415,0.42597,0.79141,0.43863,-0.75612,-0.7919
1,1.2867,0.53527,-0.12598,0.20825,-0.20905,0.23802,0.39194,-0.0094209,0.48579,0.2756,0.76335,0.75099,-0.42049,-1.057
1,0.22313,0.76609,0.35916,-0.29457,0.061426,0.60105,0.16545,0.11807,0.27012,0.32984,0.75215,0.75099,0.63681,-0.30337
1,0.84186,0.39522,0.51497,-0.28613,-0.20905,0.57005,-0.090666,-0.098438,0.22079,0.19903,1.0552,0.98866,-0.55592,-0.49245
1,1.0888,0.53527,0.57892,-0.42079,0.061426,0.56105,0.66598,-0.048545,0.22079,0.29739,0.71779,0.43863,-0.78171,-0.59741
1,0.90568,0.74471,0.31758,-0.19752,0.17341,0.19828,0.53832,-0.42727,-0.07072,0.67071,1.0897,0.43863,-0.025515,-0.29854
1,0.16,0.7085,0.84959,-0.7086,0.061426,0.33287,0.53832,-0.63952,0.16889,0.30396,0.99723,0.75099,-0.30534,-0.22454
1,0.98014,0.67766,0.64332,-0.26036,-0.28988,0.42609,0.61325,-0.54293,0.056245,0.52494,0.88984,0.43863,-0.4905,-0.15666
1,0.87428,0.20996,-0.1723,-0.60935,-0.13427,0.36802,0.61325,-0.30641,0.27012,0.17992,1.1291,0.75099,-0.38356,-0.57665
1,0.49004,0.30742,0.36557,-0.57819,0.061426,0.57762,0.43599,-0.40065,-0.0052239,0.38129,0.32286,0.75099,0.2169,-0.79569
1,0.53582,0.8353,0.19659,-0.4643,-0.37782,0.30955,0.1368,-0.4617,0.22079,0.49001,0.69023,0.43863,-0.077934,-0.497
1,1.139,0.67018,0.56796,0.15414,-0.064697,0.33767,0.47819,0.059393,-0.07072,0.34379,1.1645,-0.018108,-0.12774,-0.70769
1,0.92102,0.0016311,0.27342,-0.79888,-0.70047,0.42138,0.49864,0.35572,0.11415,0.4436,0.91141,-0.018108,-0.17518,-0.32181
1,0.22313,0.67243,0.19153,-0.86756,-0.064697,0.45999,0.1368,-0.25573,-0.0052239,0.31698,1.096,0.43863,-0.42049,-0.77139
1,0.51319,0.92305,0.15628,0.018849,-0.20905,0.081506,-0.38559,-0.5272,-0.38646,0.58608,0.607,0.98866,-0.077934,-0.77096
1,0.95838,-0.31272,0.64279,-0.66312,-0.47425,0.59392,0.29754,-0.33563,0.16889,0.46466,1.103,0.75099,0.44724,0.6033
1,0.89011,0.39027,0.44141,-0.41335,-0.37782,0.55446,0.1933,-0.47848,-0.0052239,0.58575,0.55657,0.43863,-0.22048,-0.601
1,0.8582,-0.18299,0.19995,-0.48536,-0.47425,0.46422,0.1933,1.211,0.27012,0.26111,1.1436,0.43863,-0.70289,-0.054228
1,1.1142,0.86665,0.38455,-0.77836,-0.28988,0.56133,0.43599,0.45643,0.16889,0.35215,1.1162,0.43863,-0.55592,0.12438
1,0.74686,0.58556,0.31683,-0.47137,-0.37782,0.58993,0.55759,0.28187,0.27012,0.50513,1.0385,0.75099,-0.17518,-0.84781
1,0.67162,0.57074,0.057959,-0.57183,-0.28988,0.37497,0.2204,-0.64658,0.27012,0.54608,0.84412,0.43863,0.029804,-0.37452
1,0.64188,0.49312,0.13237,-0.55253,-0.58098,0.50066,0.71607,0.13329,0.22079,0.592,1.0644,0.43863,0.088363,-0.25754
1,0.54695,0.63423,0.85439,-0.87229,-0.28988,0.59999,0.53832,-0.44464,0.31714,0.5808,0.85094,0.43863,-0.75612,-0.71593
1,0.9436,0.50471,0.43614,-0.25162,-0.37782,0.26784,0.47819,-0.4617,0.22079,0.4252,0.8338,0.75099,-0.52374,-0.78681
1,0.73776,0.25534,0.5241,-0.68042,-0.37782,0.26194,0.57649,-0.44464,0.27012,0.37031,1.0366,-0.018108,0.029804,-0.75134
